007 PRECIOUS METALS INC	00000#N/A
MELTRONIX INC	000916232
MEMCO SOFTWARE LTD	001523222
MEMEX INC	001260847
MEMORIAL RESOURCE DEV CORP	001406690
MEMORY SCIENCES CORP	001062216
MEMOTEC COMMUNICATIONS INC	001022046
MENLEY & JAMES INC	000881462
MENLO THERAPEUTICS INC -REDH	001568227
MENTOR EXPLORATION & DEV LTD	001170164
MENTOR GRAPHICS CORP	000701811
MENTORTECH INC	000827053
MEOTA RESOURCES CORP	001183329
MER TELEMGMT SOLUTIONS LTD	001025561
MERA PHARMACEUTICALS INC	000837490
MERANT PLC	000881581
MERCADOLIBRE INC	001099590
MERCANTILE BANCORPORATION	001289701
MERCANTILE BANKSHARES CORP	000064908
MERCANTILE INTL PETROLEUM	001306372
MERCATOR SOFTWARE INC	001039276
MERCHANTONLINE.COM	001039947
MERCHANTS & MFRS BANCORP INC	000838249
MERCHANTS BANCORP	000882725
MERCHANTS BANCORP INC/DE	000882725
MERCHANTS BANCSHARES INC/VT	000726517
MERCHANTS FINANCIAL GROUP	001326457
MERCHANTS GROUP INC	000803027
MERCHANTS N Y BANCORP INC	001058922
MERCHANTS NATIONAL CORP	001058922
MERCK & CO	001427442
MERCOM INC	000850315
MERCURY AIR GROUP INC	000052532
MERCURY GENERAL CORP	000064996
MERCURY INTERACTIVE CORP	000867058
MERCURY SYSTEMS INC	001049521
MEREDITH CORP	000065011
MEREDITH ENTERPRISES INC	000858346
MERGE HEALTHCARE INC	000944765
MERGENCE CORP	001407462
MERGEWORTHRX CORP	001611510
MERIDIAN BANCORP INC	000723916
MERIDIAN DATA INC	000864568
MERIDIAN INDL TRUST INC	001366664
MERIDIAN INS GROUP INC	000946637
MERIDIAN MEDICAL TECH INC	001425142
MERIDIAN POINT REALTY TR IV	001281445
MERIDIAN POINT REALTY TR VI	001281445
MERIDIAN POINT RLTY TR VII	000828957
MERIDIAN POINT RLTY TR VIII	000828957
MERIDIAN RESOURCE CORP	001292668
MERILUS INC  -OLD	001100734
MERISTAR HOSPITALITY CORP	001012967
MERIT HOLDING CORP	001552475
MERIT MEDICAL SYSTEMS INC	000856982
MERIT STUDIOS INC	000914380
MERITAGE HOMES CORP	000833079
MERITAGE HOSPITALITY GROUP	001443584
MERLIN SOFTWARE TECH INTL	001372581
MERRILL LYNCH CANADA CP HLDR	000765199
MERRIMAC INDUSTRIES INC	000706864
MERRY LAND & INVESTMENT CO	000719721
MERSANA THRPEUTIC INC	001442836
MERUS NV	001031516
MERYLLION RESOURCES CORP	001569302
MESA AIR GROUP INC	000810332
MESA INC	000877930
MESA LABORATORIES INC	000877930
MESSAGEMEDIA INC	001017829
META-SOFTWARE INC	001219646
METAIRIE BANK & TRUST CO	001607790
METALINK LTD	001098462
METALORE RESOURCES LTD	001066746
METAMOR WORLDWIDE INC	001000366
METASOLV INC	000916704
METASOURCE GROUP INC	001098284
METAWAVE COMMUNICATIONS CP	001028361
METEOR INDUSTRIES INC	000912875
METLIFE INC	001099219
METRIS COMPANIES INC	001021061
METRISA INC	000812151
METRO AIRLINES INC	000355625
METRO BANCORP INC	001594478
METRO FINANCIAL CORP	001510746
METRO INFORMATION SVCS INC	001026965
METRO MOBILE CTS INC  -CL A	001198488
METROBANCORP	000818999
METROBANK	000818999
METROCALL HOLDINGS INC	000906525
METROLOGIC INSTRUMENTS INC	000815910
METROMEDIA INTERNATIONAL GRP	000039547
METROPOLITAN BANK HLDNG-REDH	001114975
METROPOLITAN EDISON	001501492
METROPOLITAN LIFE INS-OLD	000310045
METROPOLITAN LIFE INSURANCE	000310045
METROPOLITAN MINES  -CL A	001608839
METROPOLITAN REALTY CO LLC	001003951
METROPOLITN MTG & SEC  -CL A	001381387
METROVISION OF NORTH AMERICA	001612321
METROWERKS INC	000880581
METTLER-TOLEDO INTL INC	001037646
METTRUM HEALTH CORP	001484374
MEXCO ENERGY CORP	000066418
MEXICAN PATIO CAFES INC	000851891
MF GLOBAL HOLDINGS LTD	001403053
MFA FINANCIAL INC	001593795
MFN FINANCIAL CORP	000846378
MFS COMMUNICATIONS INC	000898623
MGC DIAGNOSTICS CORP	000815093
MGI PHARMA INC	000702131
MGI PROPERTIES	000068330
MGI SOFTWARE CORP	001327611
MGIC INVESTMENT CORP/WI	000876437
MGM GROWTH PROPERTIES LLC	001342743
MGP INGREDIENTS INC	000835011
MIAMI SUBS CORP	000875174
MICC INVESTMENTS LTD	001248469
MICHAEL JAMES ENTERPRISES	001311656
MICHIGAN BELL TELEPHONE CO	000065622
MICHIGAN FINANCIAL CORP	000065637
MICHIGAN NATIONAL CORP	000065660
MICHIGAN POWER CO	001573188
MICOM COMMUNICATIONS CORP	000920611
MICREL INC	000932111
MICRION CORP	001214195
MICRO GENERAL CORP	000067383
MICRO IMAGING TECHNOLOGY INC	001398552
MICRO LINEAR CORP	001102276
MICRO SECURITY SYSTEMS INC	000736469
MICRO THERAPEUTICS INC	000311407
MICRO WAREHOUSE INC	000892872
MICRO-INTEGRATION CORP	001413429
MICROCHIP TECHNOLOGY INC	000827054
MICROCOM INC	000795571
MICRODYNE CORP	000065743
MICROGRAFX INC	000756497
MICROISLET INC	001092050
MICROKEY COMMUNICATIONS SYS	001092050
MICROLEAGUE MULTIMEDIA INC	001010395
MICROLOG CORP-OLD	000792094
MICROLYTICS INC	001445457
MICROMEM TECHNOLOGIES INC	001085921
MICROMUSE INC	001036425
MICRON SOLUTIONS INC	001109486
MICRON TECHNOLOGY INC	000723125
MICROPAC INDUSTRIES INC	000065759
MICROPROSE INC	000910057
MICROS SYSTEMS INC	000320345
MICROSEMI CORP	000310568
MICROSOFT CORP	000789019
MICROSTRATEGY INC	001050446
MICROTEC RESEARCH INC	001511338
MICROTOUCH SYSTEMS INC	000803395
MICROTUNE INC	001108058
MICROWARE SYSTEMS CORP	001003383
MICROWAVE PWR DEVICES INC/DE	000065781
MID AM INC	000357066
MID AMERICA BANCORP/KY	000912595
MID OCEAN LTD	000906247
MID-AMERICA APT CMNTYS INC	001581776
MID-AMERICA REALTY INVTS INC	001594623
MID-ATLANTIC REALTY TRUST	001575701
MIDCOM COMMUNICATIONS INC	000943357
MIDGARDXXI INC	001483490
MIDISOFT CORP	001560057
MIDLAND CO	000066025
MIDLAND FINANCIAL GROUP INC	000879522
MIDLANTIC CORP	000793548
MIDNITE MINES INC	001066534
MIDSOUTH BANCORP INC	000745981
MIDWAY AIRLINES INC	000946323
MIDWAY GAMES INC	001022080
MIDWEST AIR GROUP INC	000948845
MIDWEST BANC HOLDINGS INC	001051379
MIDWEST ENERGY COS INC	000350091
MIDWEST REALTY & FINANCE INC	000806029
MIDWESTONE FINANCIAL GP-OLD	001095797
MIGRATEC INC	000850599
MIKES RESTAURANTS INC	000934008
MIKRON INFRARED INC	000787809
MILACRON HOLDINGS CORP	001294675
MILACRON INC	000716823
MILESTONE APARTMENTS REIT	001574020
MILKYWAY NETWORKS CORP	001244855
MILLENNIAL MEDIA INC	001557253
MILLER ENERGY RESOURCES INC	001382760
MILLER EXPLORATION CO	001048740
MILLICOM INC	001194685
MILLICOM INTL CELLULAR SA	000912958
MILLIPORE CORP	001501744
MILLS CORP	000914713
MILLTRONICS LTD	001535627
MILTOPE GROUP INC	000752692
MILWAUKEE INSURANCE GROUP	001298902
MIMECAST LTD	001557603
MINCO GOLD CORP	001020825
MIND CTI LTD	001119083
MINDARROW SYSTEMS INC	001095792
MINDBODY INC	001570361
MINDLEADERS.COM INC	001022781
MINDRAY MEDICAL INTL	001373060
MINDSET INTERACTIVE CORP	001069680
MINERA RAYROCK INC  -CL A	001621527
MINERVA NEUROSCIENCES INC	001112698
MINES MANAGEMENT INC	000066649
MINISTOR PERIPHERALS INTL	000922871
MINNESOTA EDL COMPUTING CORP	001589117
MINNOVA INC	001247144
MINNTECH CORP	000724969
MINOLTA-QMS INC	000710983
MINTAILS LTD	001347476
MIP PROPERTIES INC	000768680
MIPS COMPUTER SYSTEMS INC	001492545
MIRAMAR RESOURCES INC	000940947
MIRAVANT MEDICAL TECHNOLGIES	001362960
MIRNA THERAPEUTICS INC	001200746
MISONIX INC	000880432
MISSION CRITICAL SOFTWARE	001512139
MISSION RESOURCE PRTNRS  -LP	000202608
MISSION RESOURCES CORP	000319459
MISSION WEST PROPERTIES INC	001067419
MISSISSIPPI POWER CO	000066904
MISSISSIPPI VALLEY BANCSHRS	000809352
MITCHELL ENERGY & DEV CORP	001247549
MITEK SYSTEMS INC	000807863
MITOKOR INC  -REDH	001134433
MITSUBISHI ELECTRIC CORP	001446645
MITSUI & CO LTD	000067099
MIX TELEMATICS LTD	001576914
MKR HOLDINGS	001544459
MKS INC	001498951
ML DIRECT INC	001011775
MMA CAPITAL MGMT LLC	001003201
MMI COMPANIES INC	000767308
MMRGLOBAL INC	001437346
MNB BANCSHARES INC	000891284
MNC FINANCIAL INC	000910619
MOBETIZE CORP	001504370
MOBIL CORP	000067182
MOBILE KNOWLEDGE INC	001470099
MOBILEIRON INC	001508031
MOBILEMEDIA CORP  -CL A	000912091
MOBILEYE NV	001607310
MOBIO TECHNOLOGIES INC	001356086
MOBIUS MGMT SYSTEMS INC	001025148
MODATECH SYSTEMS INC	000857166
MODEL IMPERIAL INC	000921550
MODEL N INC	001118417
MODERN MEDIA ACQ CORP	001610100
MODERN MEDICAL MODALITIES CP	000902635
MOELIS & CO	001317744
MOFFAT COMMUNICATIONS	001220704
MOGO FINANCE TECHNOLOGY INC	001528519
MOL GLOBAL INC  -ADR	001446983
MOLDFLOW CORP	001103234
MOLECULAR DEVICES CORP	001003113
MOLECULAR DYNAMICS INC	000885263
MOLECULIN BIOTECH INC	001537411
MOMENTUM ADVANCED SOLUTIONS	001435267
MOMENTUM BUSINESS APPS INC	001073292
MOMO INC  -ADR	001384320
MONACO COACH CORP	001044769
MONARCH CAPITAL CP-OLD	001065335
MONARCH DEVELOPMENT CORP	001009900
MONARCH SERVICES INC	000202685
MONGODB INC	001271627
MONITEK TECHNOLOGIES	001315220
MONMOUTH CAPITAL CORP	000067618
MONMOUTH RE INVESTMENT CP	001427895
MONOGRAM RESIDENTIAL TRUST	001596830
MONONGAHELA POWER	001108777
MONOTYPE IMAGING HOLDINGS	001478303
MONSANTO CO	001218972
MONSTER ARTS	001243105
MONSTER BEVERAGE CORP	000865752
MONSTER DIGITAL INC -OLD	001240727
MONSTER WORLDWIDE INC	001020416
MONTAGE TECHNOLOGY GROUP LTD	001375514
MONTAGUE INTL HOLDING LTD	001614281
MONTANA EXPLORATION CORP	001326046
MONTANA NATURALS INTL	001104672
MONTAUP ELECTRIC CO	001603550
MONTEREY GOURMET FOODS INC	001370710
MONTEREY RESOURCES INC	001022664
MONTREAL TRUSTCO	001466739
MONY GROUP INC	001069822
MOORE PRODUCTS CO	001469331
MOPALS.COM INC	001573997
MORGAN (J P) & CO	001277774
MORGAN FINANCIAL CORP	000835599
MORGAN GROUP HOLDING CO	001162283
MORGAN HYDROCARBONS	001240972
MORGANS FOODS INC	000068145
MORGUARD REAL ESTATE INVT TR	001198050
MORNINGSTAR INC	000832768
MORRISON PETROLEUMS LTD	001319622
MORTONS RESTAURANT GROUP INC	000883981
MOSAID TECHNOLOGIES INC	001461273
MOSAIX INC	000853266
MOSCOW CABLECOM CORP	000006383
MOSYS INC	001472824
MOTHERNATURE.COM INC	001076055
MOTIVE INC	001112422
MOTOR COACH INDS INTL  -COM	000068480
MOTOROLA MOBILITY HLDGS INC	000068505
MOTOROLA SOLUTIONS INC	001495569
MOTTS HOLDINGS INC	000846340
MOUNTAIN PARKS FINANCIAL CP	000901375
MOUNTAINEER BNKSHRS W VA INC	001531755
MOUNTAINVIEW ENERGY LTD	001197657
MOUNTBATTEN INC	000922597
MOVE INC	001085770
MOVING BYTES INC -OLD	001085104
MOXHAM BANK CORP	000789594
MOXIAN INC	001532158
MP3.COM INC	001078073
MPG OFFICE TRUST INC	001554939
MPL COMMUNICATIONS INC	001552757
MPOWER HOLDING CORP	001117042
MPSI SYSTEMS INC	000714540
MPX BIOCEUTICAL CORPORATION	001047098
MRO SOFTWARE INC	000920354
MRS TECHNOLOGY INC	000906768
MRV COMMUNICATIONS INC	000887969
MS FINANCIAL INC	000946014
MSA REALTY CORP	000740074
MSC SOFTWARE CORP	000717238
MSCI INC	001562599
MSR EXPLORATION LTD	000719187
MSYSTEMS LTD	000895361
MTG-MODERN TIMES GROUP AB	001404427
MTI TECHNOLOGY CORP	000901696
MTN HOLDINGS INC	000758119
MTX INTERNATIONAL INC	000710197
MUFG AMERICAS HOLDINGS CORP	001011659
MULESOFT INC	001374684
MULTEX.COM INC	001061310
MULTI SOFT INC	000766404
MULTI SOLUTIONS INC	000723733
MULTIBANK FINANCIAL	001589106
MULTICELL TECHNOLOGIES INC	001299061
MULTICOM PUBLISHING INC	001014924
MULTILINK TECHNOLOGY CORP	001114068
MULTIMEDIA INC	000068813
MULTIVIR INC  -REDH	000068836
MUNCY BANK FINANCIAL INC	001413122
MUNICIPAL BANKERS CORP	001614703
MUNICIPAL DEVELOPMENT CORP	001578148
MURPHY OIL CORP	001221803
MUSE TECHNOLOGIES INC	001006368
MUSTANG BIO INC	001420421
MUSTANG RESOURCES INC	001585171
MUSTANG.COM INC	001304986
MUTUAL OF OMAHA CO	001478417
MUTUAL RISK MANAGEMENT LTD	000826918
MYCOGEN CORP	000813742
MYLAN NV	000069499
MYLEX CORP	000731619
MYM LIQUIDATING TRUST	001422258
MYMETICS CORP	000927761
MYND CORP	000356226
MYOKARDIA INC	001552451
MYTURN.COM INC	001028079
MYWEB INC.COM	000823190
N B T BANCORP INC	001008033
N2H2 INC	001077301
N2K INC	000791704
NABI BIOPHARMACEUTICALS-OLD	001328124
NABRIVA THERAPEUTICS PLC	001140552
NAC RE CORP	000775542
NACT TELECOMMUNICATIONS INC	001027600
NAHAMA & WEAGANT ENERGY CO	000350070
NAI TECHNOLOGIES INC	000072575
NAL ENERGY CORP	001174602
NAL FINANCIAL GROUP INC	000811644
NAMIC USA CORP	001032082
NANOFLEX POWER CORP	001571636
NANOGEN INC	001030339
NANTHEALTH INC	001158243
NANTKWEST INC	001526839
NAPA VALLEY BANCORP	001529564
NAPSTER INC	001122787
NARRAGANSETT ELECTRIC	001329078
NASDAQ INC	001067839
NASSDA CORP	001157624
NATION ENERGY INC -OLD	001081183
NATIONAL AUSTRALIA BK	000833029
NATIONAL AUTO RECEIVABLES	001368544
NATIONAL BANCORP ALASKA INC	000835587
NATIONAL BANCSHARES CORP/OH	000069834
NATIONAL BANCSHARES CORP/TX	000069834
NATIONAL BANK CANADA	001032013
NATIONAL BANK OF GREECE	001317944
NATIONAL BANKSHARES INC VA	000796534
NATIONAL BEVERAGE CORP	000069891
NATIONAL CAPITAL BANK/WA	001077063
NATIONAL CITY BANCORP/MN	001280871
NATIONAL CITY CORP	000069970
NATIONAL COMMERCE CORP	001609951
NATIONAL COMMERCE FINANCIAL	001609951
NATIONAL COMMUNITY BANK	001534317
NATIONAL DATACOMPUTER INC	000812880
NATIONAL EDUCATION CORP	000277821
NATIONAL ENERGY GROUP	001050197
NATIONAL GENERAL HOLDINGS CP	001578735
NATIONAL GOLF PPTYS INC	001451520
NATIONAL HEALTH ENHANCE SYS	000719730
NATIONAL HEALTH INVESTORS	001493878
NATIONAL HEALTH REALTY INC	001047334
NATIONAL HERITAGE INDUSTRIES	001104628
NATIONAL INCOME REALTY TR	001594464
NATIONAL INFORMATION GROUP	000815555
NATIONAL INSTRUMENTS CORP	001301487
NATIONAL MICRONETICS INC	000070333
NATIONAL PENN BANCSHARES INC	000700733
NATIONAL PETROLEUM CORP LTD	000070419
NATIONAL QUALITY CARE INC	000872544
NATIONAL RE CORP	000858473
NATIONAL RETAIL PROPERTIES	001511016
NATIONAL SEC GROUP INC	001339532
NATIONAL SEMICONDUCTOR CORP	000070530
NATIONAL STEEL CORP  -CL B	000070578
NATIONAL STORAGE AFFILIATES	000715856
NATIONAL TRANSACTION NETWORK	001284630
NATIONAL WESTERN LIFE GROUP	001471805
NATIONWIDE CELLULAR SVC INC	000795265
NATIONWIDE FINL SVCS  -CL A	001307431
NATIONWIDE HEALTH PPTYS INC	001494194
NATL WESTMINSTER BANK	001274981
NATUNOLA AGRITECH INC	001506434
NATURADE INC	000797167
NATURAL ALTERNATIVES	001083407
NATURAL HEALTH TRENDS CORP	000912061
NATURES SUNSHINE PRODS INC	001360649
NATUREWELL INC -OLD	000945617
NATUS MEDICAL INC	000878526
NAVIDEC INC	001023734
NAVIGATORS GROUP INC	000793547
NAVISTAR INTERNATIONAL CORP	000867961
NAVTECH INC	000790272
NAVTEQ CORP	000834208
NBC INTERNET INC	001089754
NBCUNIVERSAL MEDIA LLC	001085307
NBS TECHNOLOGIES INC	001303147
NBSC CORP	001303147
NBTY INC	000070793
NCI INC	001208263
NCR CORP	000070866
NCS MULTISTAGE HLDG INC	001217901
NDS GROUP HLDGS LTD	001478082
NEAH POWER SYSTEMS INC	001089597
NEC CORP	000072127
NEFFS BANCORP INC/PA	000797838
NEKTAR THERAPEUTICS	000906709
NELLCOR PURITAN BENNETT INC	000799290
NELSON (THOMAS) INC	001478978
NELSON RESOURCES LTD	001290358
NEMI NORTHERN ENERGY & MNG	001312180
NEOGEN CORP	000711377
NEOMAGIC CORP	001030485
NEOMEDIA TECHNOLOGIES INC	001022701
NEON COMMUNICATIONS GROUP	001584865
NEON COMMUNICATIONS INC	001116086
NEON SYSTEMS INC	001072978
NEONODE INC	001385777
NEOPATH INC	000851729
NEOS THERAPEUTICS INC	001548583
NEOTHETICS INC	001139104
NEOVASC INC	001399708
NEOWARE INC	000894743
NEOZYME II CORP	000884392
NEPHROGENEX INC	001338095
NEPHROS INC	001196298
NERA AS	000935694
NESS ENERGY INTL INC	000353634
NESS TECHNOLOGIES INC	001089638
NESTOR INC	000720851
NET MEDICAL XPRESS SOLUTIONS	001096988
NET NANNY SOFTWARE INTL INC	001059020
NET.GENESIS CORP	001022183
NET2000 COMMUNICATIONS INC	001099363
NET2PHONE INC	001086472
NETAPP INC	000826683
NETCARE HEALTH  GROUP INC	001123132
NETCOM ON-LINE COMM SERVICES	000909624
NETCRUISE.COM INC	000827100
NETCURRENTS INFO SVCS INC	001101999
NETEASE INC	001110646
NETEGRITY INC	000840824
NETFRAME SYSTEMS INC	000818456
NETGEAR INC	001122904
NETGENICS INC	001042057
NETGRAPHE INC	001177300
NETGRAVITY INC	001036419
NETIA HOLDINGS SA	001054056
NETIQ CORP	001084827
NETMANAGE INC	000909793
NETMED INC	000863739
NETNATION COMMUNICATIONS INC	001091560
NETOBJECTS INC	001009386
NETOPIA INC	001012482
NETOPTIX CORP	000711425
NETPLEX GROUP INC	000888028
NETRO CORP	001087779
NETSCAPE COMMUNICATIONS CORP	000944458
NETSCOUT SYSTEMS INC	001078075
NETSCREEN TECHNOLOGIES INC	001088454
NETSHOES CAYMAN LTD	001562767
NETSILICON INC	001068885
NETSMART TECHNOLOGIES INC	001011028
NETSOL TECHNOLOGIES INC	001039280
NETSOLVE INC	001071342
NETSPEAK CORP	001007209
NETSTAR INC	000887331
NETSUITE INC	001117106
NETVANTAGE INC  -CL A	000934620
NETWOLVES CORP	001084103
NETWORD INC	000715031
NETWORK COMMERCE INC	001087879
NETWORK CONNECTION INC	000932088
NETWORK DATA PROCESSING CORP	001458214
NETWORK ENGINES INC	001110903
NETWORK EQUIPMENT TECH INC	001358601
NETWORK EXPRESS INC	000896281
NETWORK GENERAL CORP	001358772
NETWORK LONG DISTANCE INC	000830488
NETWORK PLUS CORP	001065633
NETWORK SIX INC	000726714
NETWORK SOLUTIONS INC	000726714
NETWORK SYSTEMS CORP	000319645
NETWORKED PICTURE SYS	001452472
NETWORTH INC	000866983
NETZEE INC	001094335
NEUBERGER BERMAN INC	001228361
NEUREX CORP	001481632
NEUROBIOLOGICAL TECHN INC	001328511
NEURODERM LTD	000914475
NEUROGEN CORP	000849043
NEUROLOGIX INC	001362747
NEUROMAMA LTD	001450737
NEUROTROPE INC	001571934
NEUTRISCI INTERNATIONAL INC	001292653
NEVADA CHEMICALS INC	000356342
NEVRO CORP	001444380
NEVSTAR GAMING & ENTMT CORP	001006384
NEVSUN RESOURCES LTD	000919991
NEW AGE BEVERAGES CORP	001173458
NEW CACHE PETROLEUMS LTD	001044818
NEW CENTURY ENERGY CORP	001004858
NEW CENTURY FINANCIAL CORP	001287286
NEW CONCEPT ENERGY INC	001489524
NEW DIMENSION SOFTWARE LTD	000890691
NEW ENERGY EXCHANGE LTD	001114643
NEW ENG CMNTY BANCORP  -CL A	001071840
NEW ENGLAND ELECTRIC SYSTEM	000071297
NEW ENGLAND POWER CO	000071337
NEW ERA OF NETWORKS INC	001028339
NEW FOCUS INC	001090215
NEW GENERATION HOLDINGS INC	001024605
NEW HOME COMPANY INC	001574596
NEW IMAGE INDUSTRIES	001390471
NEW JERSEY STEEL CORP	000812310
NEW PLAN EXCEL REALTY TR	000948829
NEW RELIC INC	001448056
NEW RESIDENTIAL INV CP	001457765
NEW SENIOR INVESTMENT GROUP	001592230
NEW SOURCE ENERGY PRTRS LP	001560443
NEW ULM TELECOM INC	000071557
NEW WORLD BRANDS INC	000799426
NEW WORLD COMM GROUP  -CL A	000949373
NEW WORLD TELEVISION INC	000818092
NEW YORK LIFE INSURANCE	000868307
NEW YORK REIT INC	001020173
NEWALTA CORP	001228566
NEWBRIDGE BANCORP	000714530
NEWBRIDGE NETWORKS CORP	000827301
NEWCOM INC	001042100
NEWFIELD EXPLORATION CO	001549898
NEWKIDCO INTL INC	001005690
NEWMARK & LEWIS INC	001401939
NEWORLD BANCORP INC DEL	001526794
NEWPORT PETROLEUM CORP	001300627
NEWSTAR RESOURCES INC	001032627
NEWTEL ENTERPRISES	001541636
NEXA RESOURCES SA -REDH	001466626
NEXELL THERAPEUTICS INC	000864009
NEXEN INC	000016873
NEXGEN INC	000909183
NEXIENT LEARNING INC	001318661
NEXPOINT RESIDENTIAL TR INC	001356115
NEXPRISE INC	001047499
NEXSTAR MEDIA GROUP	001102683
NEXSTAR PHARMACEUTICALS	001102683
NEXT GENERATION MGMT CORP	000356292
NEXT GENERATION TECH HLDGS	001322671
NEXT GROUP HOLDINGS INC	001364874
NEXT LEVEL COMMUNICATION	001314748
NEXTCARD INC	001081015
NEXTECH ENTERPRISES INTL INC	000889662
NEXTEL COMMUNICATIONS INC	000824169
NEXTERA ENERGY INC	000753308
NEXTERA ENERGY PARTNERS LP	000753308
NEXTERA ENTERPRISES INC	001070534
NEXTWAVE WIRELESS INC	001015112
NEXUS GROUP INTL INC	001392957
NEXUS REIT	001598551
NEXVET BIOPHARMA PLC	001427025
NEXXLINK TECHNOLOGIES INC	001299853
NFRONT INC	001084482
NGAS RESOURCES INC	000746834
NGEX RESOURCES INC	001401086
NHC COMMUNICATIONS INC	001326259
NI HOLDINGS INC	001549046
NIC INC	001065332
NICE LTD	001498851
NICOLET BANKSHARES INC	001174850
NICOLET INSTRUMENT	001174850
NIGHTSTAR THRPUTC -ADS -REDH	001501329
NIKO RESOURCES LTD	001440499
NIKU CORP	001076641
NILE THERAPEUTICS INC	001273058
NIMBLE STORAGE INC	001452751
NINETOWNS INTERNET TECH -ADR	001285735
NIPPON TELEGRAPH & TELEPHONE	000110095
NISSAN MOTOR CO LTD	001540639
NIVALIS THERAPEUTICS INC	001336318
NMBT CORP	001046520
NMI HOLDINGS INC	001173518
NMT MEDICAL INC	001017259
NOAH HOLDINGS LTD  -ADR	001499543
NOBEL INSURANCE LTD	000354392
NOBEL LEARNING CMNTYS INC	000354392
NOBLE ENERGY INC	000072207
NOGATECH INC	001005938
NOKIA CORP	000924613
NOLAND CO	000072243
NOMOS CORP  -REDH	000943799
NON INVASIVE MONITOR	001307911
NOODLES & CO	001275158
NORAND CORP	001253521
NORCEN ENERGY RES	001421724
NORD PACIFIC LTD	000843296
NORD RESOURCES CORP	000072316
NORSK DATA A S  -ADR	001383121
NORSUL OIL & MINING LTD	000072421
NORTEL NETWORKS CORP	000072911
NORTEL NETWORKS CP (US-GAAP)	000072911
NORTH AMERICAN ENERGY/DE	001392694
NORTH AMERICAN NATIONAL CORP	000882261
NORTH AMERICAN NICKEL INC	001112425
NORTH AMERICAN OIL & GAS CP	001515635
NORTH AMERICAN TRUST	000765933
NORTH AMERICAN VACCINE INC	000856573
NORTH CANADIAN OILS LTD	000868217
NORTH COAST ENERGY INC	001279777
NORTH COUNTY BANCORP	000357262
NORTH EAST INSURANCE CO	000352162
NORTH FORK BANCORPORATION	001392848
NORTH HILLS SIGNAL PROCESSNG	001431957
NORTH PITTSBURGH SYSTEMS	001329080
NORTH STATE TELECOMMUN CORP	001175029
NORTHCORE TECHNOLOGIES INC	001451977
NORTHEAST BANCORP -OLD	001361955
NORTHEAST BANCORP/ME	000811831
NORTHEAST DIGITAL NETWORKS	001208177
NORTHERN BANK OF COMMERCE/OR	001009008
NORTHERN EMPIRE BANCSHARE	001175368
NORTHERN OIL & GAS INC	001388955
NORTHERN ORION RESOURCES INC	001200525
NORTHERN STATES FINANCIAL CP	000744485
NORTHERN TRUST CORP	000919972
NORTHFIELD CAPITAL CORP	001075822
NORTHFIELD INC	001511080
NORTHFIELD LABORATORIES INC	001221395
NORTHGATE COMPUTER CORP	001404782
NORTHLAND CRANBERRIES  -CL A	001178166
NORTHRIM BANCORP INC	001163370
NORTHROCK RESOURCES LTD	001469346
NORTHSTAR ENERGY CORP	001082027
NORTHSTAR ENERGY CORP-OLD	001082027
NORTHSTAR NEUROSCIENCE INC	001287209
NORTHSTAR REALTY EUROPE CORP	001455650
NORTHVIEW APARTMENT REIT	001362435
NORTHWEST AIRLINES CORP	001058033
NORTHWEST BIOTHERAPEUTICS	001373455
NORTHWEST INTL HLTH PRP REIT	001428871
NORTHWESTERN DRUG  -CL A	000073088
NORTHWESTERN MUTUAL LIFE INS	000072174
NORTHWESTERN STL&WIRE	000073093
NORWESTECH INC  -OLD	001614660
NOSTALGIA NETWORK INC	000747178
NOTIFY TECHNOLOGY CORP	001031980
NOVA PHARMACEUTICAL CORP	001336536
NOVACON CORP	000740571
NOVADAQ TECHNOLOGIES INC	001173293
NOVADEL PHARMA INC	001389852
NOVADIGM INC	000888358
NOVAMERICAN STEEL INC-OLD	001429323
NOVAMETRIX MEDICAL SYSTEMS	001024541
NOVAN INC	001293812
NOVARTIS AG	001114448
NOVATION COS INC	001025953
NOVAVAX INC	001000694
NOVELION THERAPEUTICS INC	001493555
NOVELL INC	000758004
NOVELLUS SYSTEMS INC	000836106
NOVEN PHARMACEUTICALS INC	000815838
NOVICOURT INC	000932896
NOVO NETWORKS INC	000826773
NOVO NORDISK A/S	000353278
NOVOCURE LTD	001585745
NOVT CORP	001012131
NOVUS ENERGY INC	001416173
NP ENERGY CORP	001352078
NPC RESTAURANT HOLDINGS LLC	001545036
NPS ALLELIX INC	001515011
NPS PHARMACEUTICALS INC	000890465
NQ MOBILE INC  -ADR	001598203
NQL INC	001122965
NRG INC	000073225
NRG YIELD INC	001286990
NS GROUP INC	000745026
NS8 CORP	001156893
NSA INTERNATIONAL INC	000850036
NSD BANCORP INC	000898624
NSTAR	001085871
NSTEIN TECHNOLOGIES INC	001085871
NSTOR TECHNOLOGIES INC	000075448
NTELOS INC	001328571
NTN BUZZTIME INC	000748592
NTS INC	001490081
NU SKIN ENTERPRISES  -CL A	001021561
NU-KOTE HOLDING INC  -CL A	001328875
NUANCE COMMUNICATIONS INC	001544479
NUANCE COMMUNICATIONS-OLD	001102556
NUCANA PLC -ADS -REDH	001212856
NUCENTRIX BROADBAND NETWORKS	001446957
NUCOR CORP	000073309
NUDG MEDIA INC	001613669
NUEVO ENERGY CO	000861819
NUGAS LTD	001458498
